utt1,utt2,score,label,clean_utt1,clean_utt2
/Users/abc/Documents/study/dga/data/train-clean-100/6437/66173/6437-66173-0033.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8770/295462/8770-295462-0031.flac,0.3194306790828705,0,6437,8770
/Users/abc/Documents/study/dga/data/train-clean-100/1502/122619/1502-122619-0021.flac,/Users/abc/Documents/study/dga/data/train-clean-100/233/134440/233-134440-0047.flac,0.032568980008363724,0,1502,233
/Users/abc/Documents/study/dga/data/train-clean-100/311/124404/311-124404-0073.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6437/66173/6437-66173-0000.flac,0.11596138775348663,0,311,6437
/Users/abc/Documents/study/dga/data/train-clean-100/229/130880/229-130880-0051.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1841/159771/1841-159771-0030.flac,0.03176747262477875,0,229,1841
/Users/abc/Documents/study/dga/data/train-clean-100/7505/258958/7505-258958-0018.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7505/258964/7505-258964-0016.flac,0.8615591526031494,1,7505,7505
/Users/abc/Documents/study/dga/data/train-clean-100/1898/145702/1898-145702-0003.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1898/145724/1898-145724-0036.flac,0.751844048500061,1,1898,1898
/Users/abc/Documents/study/dga/data/train-clean-100/4195/186237/4195-186237-0014.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4195/186237/4195-186237-0026.flac,0.808768093585968,1,4195,4195
/Users/abc/Documents/study/dga/data/train-clean-100/311/124404/311-124404-0080.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8063/274116/8063-274116-0005.flac,-0.009510554373264313,0,311,8063
/Users/abc/Documents/study/dga/data/train-clean-100/3879/174923/3879-174923-0007.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8468/294887/8468-294887-0031.flac,-0.013895509764552116,0,3879,8468
/Users/abc/Documents/study/dga/data/train-clean-100/1867/148436/1867-148436-0031.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1867/148436/1867-148436-0044.flac,0.767363429069519,1,1867,1867
/Users/abc/Documents/study/dga/data/train-clean-100/3607/29116/3607-29116-0000.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1841/179183/1841-179183-0004.flac,0.016468195244669914,0,3607,1841
/Users/abc/Documents/study/dga/data/train-clean-100/5390/30102/5390-30102-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7859/102518/7859-102518-0024.flac,0.09607551991939545,0,5390,7859
/Users/abc/Documents/study/dga/data/train-clean-100/1183/133255/1183-133255-0005.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1183/133256/1183-133256-0017.flac,0.6179903745651245,1,1183,1183
/Users/abc/Documents/study/dga/data/train-clean-100/1355/39947/1355-39947-0004.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1447/130550/1447-130550-0027.flac,0.08674369752407074,0,1355,1447
/Users/abc/Documents/study/dga/data/train-clean-100/7794/295955/7794-295955-0031.flac,/Users/abc/Documents/study/dga/data/train-clean-100/163/122947/163-122947-0090.flac,-0.03413601219654083,0,7794,163
/Users/abc/Documents/study/dga/data/train-clean-100/32/4137/32-4137-0037.flac,/Users/abc/Documents/study/dga/data/train-clean-100/32/4137/32-4137-0049.flac,0.8053991794586182,1,32,32
/Users/abc/Documents/study/dga/data/train-clean-100/481/123720/481-123720-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4018/107338/4018-107338-0016.flac,0.13807831704616547,0,481,4018
/Users/abc/Documents/study/dga/data/train-clean-100/6454/120342/6454-120342-0021.flac,/Users/abc/Documents/study/dga/data/train-clean-100/696/92939/696-92939-0017.flac,-0.01624074950814247,0,6454,696
/Users/abc/Documents/study/dga/data/train-clean-100/2514/149482/2514-149482-0018.flac,/Users/abc/Documents/study/dga/data/train-clean-100/403/128339/403-128339-0032.flac,0.10638761520385742,0,2514,403
/Users/abc/Documents/study/dga/data/train-clean-100/200/124140/200-124140-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8609/262281/8609-262281-0025.flac,-0.02126992493867874,0,200,8609
/Users/abc/Documents/study/dga/data/train-clean-100/2989/138028/2989-138028-0063.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2989/138035/2989-138035-0049.flac,0.8972108960151672,1,2989,2989
/Users/abc/Documents/study/dga/data/train-clean-100/1069/133699/1069-133699-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7178/34645/7178-34645-0028.flac,0.07029306888580322,0,1069,7178
/Users/abc/Documents/study/dga/data/train-clean-100/2196/174172/2196-174172-0039.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5867/48852/5867-48852-0051.flac,0.16501784324645996,0,2196,5867
/Users/abc/Documents/study/dga/data/train-clean-100/2002/139469/2002-139469-0040.flac,/Users/abc/Documents/study/dga/data/train-clean-100/39/121916/39-121916-0014.flac,0.012840315699577332,0,2002,39
/Users/abc/Documents/study/dga/data/train-clean-100/5390/24512/5390-24512-0037.flac,/Users/abc/Documents/study/dga/data/train-clean-100/887/123290/887-123290-0026.flac,-0.018379919230937958,0,5390,887
/Users/abc/Documents/study/dga/data/train-clean-100/5703/47198/5703-47198-0033.flac,/Users/abc/Documents/study/dga/data/train-clean-100/32/4137/32-4137-0006.flac,0.13619773089885712,0,5703,32
/Users/abc/Documents/study/dga/data/train-clean-100/460/172359/460-172359-0058.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8797/294123/8797-294123-0100.flac,0.2995368242263794,0,460,8797
/Users/abc/Documents/study/dga/data/train-clean-100/7859/102519/7859-102519-0004.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7859/102521/7859-102521-0003.flac,0.8336679339408875,1,7859,7859
/Users/abc/Documents/study/dga/data/train-clean-100/1578/140049/1578-140049-0030.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1502/122619/1502-122619-0027.flac,0.18322838842868805,0,1578,1502
/Users/abc/Documents/study/dga/data/train-clean-100/4640/19188/4640-19188-0039.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4640/19189/4640-19189-0015.flac,0.724740743637085,1,4640,4640
/Users/abc/Documents/study/dga/data/train-clean-100/8797/294123/8797-294123-0085.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2391/145015/2391-145015-0020.flac,0.06411401927471161,0,8797,2391
/Users/abc/Documents/study/dga/data/train-clean-100/587/54108/587-54108-0020.flac,/Users/abc/Documents/study/dga/data/train-clean-100/196/122159/196-122159-0004.flac,0.02007211372256279,0,587,196
/Users/abc/Documents/study/dga/data/train-clean-100/6000/55211/6000-55211-0060.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5808/54425/5808-54425-0022.flac,0.004688442684710026,0,6000,5808
/Users/abc/Documents/study/dga/data/train-clean-100/2764/36617/2764-36617-0006.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6367/65536/6367-65536-0040.flac,0.1128113865852356,0,2764,6367
/Users/abc/Documents/study/dga/data/train-clean-100/3168/173565/3168-173565-0022.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8425/292520/8425-292520-0019.flac,0.226425439119339,0,3168,8425
/Users/abc/Documents/study/dga/data/train-clean-100/8629/261139/8629-261139-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1737/148989/1737-148989-0033.flac,-0.03888798505067825,0,8629,1737
/Users/abc/Documents/study/dga/data/train-clean-100/3374/298026/3374-298026-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3112/9555/3112-9555-0011.flac,0.021255111321806908,0,3374,3112
/Users/abc/Documents/study/dga/data/train-clean-100/426/122819/426-122819-0016.flac,/Users/abc/Documents/study/dga/data/train-clean-100/201/122255/201-122255-0027.flac,0.1514998972415924,0,426,201
/Users/abc/Documents/study/dga/data/train-clean-100/8747/293952/8747-293952-0065.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8747/293952/8747-293952-0105.flac,0.897107720375061,1,8747,8747
/Users/abc/Documents/study/dga/data/train-clean-100/7312/92432/7312-92432-0024.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3214/167602/3214-167602-0001.flac,0.1152854785323143,0,7312,3214
/Users/abc/Documents/study/dga/data/train-clean-100/8226/274369/8226-274369-0056.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8226/274371/8226-274371-0000.flac,0.7913051843643188,1,8226,8226
/Users/abc/Documents/study/dga/data/train-clean-100/1578/140049/1578-140049-0030.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7302/86815/7302-86815-0026.flac,-0.059840261936187744,0,1578,7302
/Users/abc/Documents/study/dga/data/train-clean-100/8609/283227/8609-283227-0042.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6415/100596/6415-100596-0035.flac,0.12250340729951859,0,8609,6415
/Users/abc/Documents/study/dga/data/train-clean-100/3112/9555/3112-9555-0043.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5867/48852/5867-48852-0002.flac,0.025401806458830833,0,3112,5867
/Users/abc/Documents/study/dga/data/train-clean-100/4481/17498/4481-17498-0027.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3664/11714/3664-11714-0006.flac,0.042588356882333755,0,4481,3664
/Users/abc/Documents/study/dga/data/train-clean-100/7367/86737/7367-86737-0064.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1116/137572/1116-137572-0036.flac,0.10400258749723434,0,7367,1116
/Users/abc/Documents/study/dga/data/train-clean-100/5750/35690/5750-35690-0011.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8014/112602/8014-112602-0035.flac,-0.01574684865772724,0,5750,8014
/Users/abc/Documents/study/dga/data/train-clean-100/5022/29405/5022-29405-0042.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3982/178459/3982-178459-0066.flac,0.10317575931549072,0,5022,3982
/Users/abc/Documents/study/dga/data/train-clean-100/3440/171009/3440-171009-0059.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8226/274369/8226-274369-0028.flac,0.12999697029590607,0,3440,8226
/Users/abc/Documents/study/dga/data/train-clean-100/412/126975/412-126975-0018.flac,/Users/abc/Documents/study/dga/data/train-clean-100/412/126975/412-126975-0055.flac,0.8968384265899658,1,412,412
/Users/abc/Documents/study/dga/data/train-clean-100/302/123516/302-123516-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3242/8112/3242-8112-0038.flac,-0.00920184701681137,0,302,3242
/Users/abc/Documents/study/dga/data/train-clean-100/2836/5354/2836-5354-0019.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2836/5354/2836-5354-0037.flac,0.9018047451972961,1,2836,2836
/Users/abc/Documents/study/dga/data/train-clean-100/1867/148436/1867-148436-0014.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1867/154071/1867-154071-0012.flac,0.7628213167190552,1,1867,1867
/Users/abc/Documents/study/dga/data/train-clean-100/8465/246940/8465-246940-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3830/12531/3830-12531-0000.flac,0.10886812210083008,0,8465,3830
/Users/abc/Documents/study/dga/data/train-clean-100/163/121908/163-121908-0002.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3242/67153/3242-67153-0010.flac,0.10095638781785965,0,163,3242
/Users/abc/Documents/study/dga/data/train-clean-100/4680/16042/4680-16042-0004.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4680/16042/4680-16042-0017.flac,0.738889753818512,1,4680,4680
/Users/abc/Documents/study/dga/data/train-clean-100/1040/133433/1040-133433-0007.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1040/133433/1040-133433-0067.flac,0.6250278949737549,1,1040,1040
/Users/abc/Documents/study/dga/data/train-clean-100/1334/135589/1334-135589-0024.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8088/284756/8088-284756-0031.flac,0.12017329037189484,0,1334,8088
/Users/abc/Documents/study/dga/data/train-clean-100/5104/33407/5104-33407-0039.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3830/12530/3830-12530-0027.flac,0.1687573492527008,0,5104,3830
/Users/abc/Documents/study/dga/data/train-clean-100/2691/156750/2691-156750-0008.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2691/156750/2691-156750-0010.flac,0.8109836578369141,1,2691,2691
/Users/abc/Documents/study/dga/data/train-clean-100/2514/149482/2514-149482-0032.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2514/149482/2514-149482-0078.flac,0.8852329254150391,1,2514,2514
/Users/abc/Documents/study/dga/data/train-clean-100/3235/28452/3235-28452-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1594/135914/1594-135914-0059.flac,0.1464240998029709,0,3235,1594
/Users/abc/Documents/study/dga/data/train-clean-100/211/122425/211-122425-0058.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7859/102518/7859-102518-0022.flac,0.13722564280033112,0,211,7859
/Users/abc/Documents/study/dga/data/train-clean-100/5322/7678/5322-7678-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4640/19189/4640-19189-0012.flac,0.04899537190794945,0,5322,4640
/Users/abc/Documents/study/dga/data/train-clean-100/730/358/730-358-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/730/359/730-359-0033.flac,0.802230715751648,1,730,730
/Users/abc/Documents/study/dga/data/train-clean-100/4195/17507/4195-17507-0010.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4195/186236/4195-186236-0026.flac,0.7319775819778442,1,4195,4195
/Users/abc/Documents/study/dga/data/train-clean-100/887/123289/887-123289-0016.flac,/Users/abc/Documents/study/dga/data/train-clean-100/887/123291/887-123291-0010.flac,0.9061225652694702,1,887,887
/Users/abc/Documents/study/dga/data/train-clean-100/302/123504/302-123504-0020.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6367/65536/6367-65536-0062.flac,0.14303937554359436,0,302,6367
/Users/abc/Documents/study/dga/data/train-clean-100/8312/279790/8312-279790-0006.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8312/279790/8312-279790-0019.flac,0.9144339561462402,1,8312,8312
/Users/abc/Documents/study/dga/data/train-clean-100/1088/134315/1088-134315-0013.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5678/43301/5678-43301-0001.flac,0.04493784159421921,0,1088,5678
/Users/abc/Documents/study/dga/data/train-clean-100/1553/140047/1553-140047-0007.flac,/Users/abc/Documents/study/dga/data/train-clean-100/226/122538/226-122538-0008.flac,0.1607215851545334,0,1553,226
/Users/abc/Documents/study/dga/data/train-clean-100/2384/152900/2384-152900-0012.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2384/152900/2384-152900-0023.flac,0.9284595847129822,1,2384,2384
/Users/abc/Documents/study/dga/data/train-clean-100/481/123720/481-123720-0028.flac,/Users/abc/Documents/study/dga/data/train-clean-100/481/123720/481-123720-0075.flac,0.4735686182975769,1,481,481
/Users/abc/Documents/study/dga/data/train-clean-100/1624/168623/1624-168623-0042.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1624/168623/1624-168623-0052.flac,0.8666436076164246,1,1624,1624
/Users/abc/Documents/study/dga/data/train-clean-100/1447/130550/1447-130550-0009.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1447/130552/1447-130552-0005.flac,0.504857063293457,1,1447,1447
/Users/abc/Documents/study/dga/data/train-clean-100/441/128988/441-128988-0007.flac,/Users/abc/Documents/study/dga/data/train-clean-100/60/121082/60-121082-0043.flac,0.0696193277835846,0,441,60
/Users/abc/Documents/study/dga/data/train-clean-100/1578/140045/1578-140045-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1578/6379/1578-6379-0005.flac,0.7162231206893921,1,1578,1578
/Users/abc/Documents/study/dga/data/train-clean-100/5678/43302/5678-43302-0028.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4051/10927/4051-10927-0012.flac,-0.028467483818531036,0,5678,4051
/Users/abc/Documents/study/dga/data/train-clean-100/8051/119902/8051-119902-0027.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8123/275209/8123-275209-0007.flac,0.05290780961513519,0,8051,8123
/Users/abc/Documents/study/dga/data/train-clean-100/5514/19192/5514-19192-0042.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5514/19193/5514-19193-0010.flac,0.6146336197853088,1,5514,5514
/Users/abc/Documents/study/dga/data/train-clean-100/200/124139/200-124139-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/200/124140/200-124140-0009.flac,0.7817878723144531,1,200,200
/Users/abc/Documents/study/dga/data/train-clean-100/3664/178366/3664-178366-0011.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4397/15666/4397-15666-0005.flac,0.06833633035421371,0,3664,4397
/Users/abc/Documents/study/dga/data/train-clean-100/7635/105409/7635-105409-0055.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7635/105661/7635-105661-0033.flac,0.8823134303092957,1,7635,7635
/Users/abc/Documents/study/dga/data/train-clean-100/1034/121119/1034-121119-0056.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7447/91186/7447-91186-0028.flac,0.041735582053661346,0,1034,7447
/Users/abc/Documents/study/dga/data/train-clean-100/7278/246956/7278-246956-0021.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8419/286667/8419-286667-0004.flac,0.06504607200622559,0,7278,8419
/Users/abc/Documents/study/dga/data/train-clean-100/5867/48852/5867-48852-0112.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5514/19193/5514-19193-0028.flac,0.34707680344581604,0,5867,5514
/Users/abc/Documents/study/dga/data/train-clean-100/4137/11701/4137-11701-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5652/39938/5652-39938-0017.flac,0.00855829194188118,0,4137,5652
/Users/abc/Documents/study/dga/data/train-clean-100/7278/91083/7278-91083-0021.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7278/91083/7278-91083-0031.flac,0.8695968985557556,1,7278,7278
/Users/abc/Documents/study/dga/data/train-clean-100/32/21631/32-21631-0000.flac,/Users/abc/Documents/study/dga/data/train-clean-100/32/4137/32-4137-0025.flac,0.67914879322052,1,32,32
/Users/abc/Documents/study/dga/data/train-clean-100/8098/278252/8098-278252-0010.flac,/Users/abc/Documents/study/dga/data/train-clean-100/211/122425/211-122425-0075.flac,0.019502850249409676,0,8098,211
/Users/abc/Documents/study/dga/data/train-clean-100/3112/9555/3112-9555-0027.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3112/9555/3112-9555-0062.flac,0.8293235898017883,1,3112,3112
/Users/abc/Documents/study/dga/data/train-clean-100/3664/11714/3664-11714-0018.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5561/39621/5561-39621-0017.flac,0.14662808179855347,0,3664,5561
/Users/abc/Documents/study/dga/data/train-clean-100/460/172359/460-172359-0056.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4406/16882/4406-16882-0059.flac,-0.0023813480511307716,0,460,4406
/Users/abc/Documents/study/dga/data/train-clean-100/5808/48608/5808-48608-0053.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2436/2477/2436-2477-0026.flac,0.10978278517723083,0,5808,2436
/Users/abc/Documents/study/dga/data/train-clean-100/2159/179157/2159-179157-0005.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7511/102419/7511-102419-0029.flac,0.24231268465518951,0,2159,7511
/Users/abc/Documents/study/dga/data/train-clean-100/669/129061/669-129061-0052.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4137/11702/4137-11702-0011.flac,0.08500854671001434,0,669,4137
/Users/abc/Documents/study/dga/data/train-clean-100/3486/166424/3486-166424-0043.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3830/12531/3830-12531-0015.flac,0.0696655660867691,0,3486,3830
/Users/abc/Documents/study/dga/data/train-clean-100/2843/152918/2843-152918-0042.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2843/152918/2843-152918-0092.flac,0.8070452809333801,1,2843,2843
/Users/abc/Documents/study/dga/data/train-clean-100/4195/186236/4195-186236-0025.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4788/94904/4788-94904-0039.flac,0.12937533855438232,0,4195,4788
/Users/abc/Documents/study/dga/data/train-clean-100/229/130880/229-130880-0088.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2989/138028/2989-138028-0054.flac,0.08624453097581863,0,229,2989
/Users/abc/Documents/study/dga/data/train-clean-100/78/369/78-369-0012.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1183/128659/1183-128659-0008.flac,0.04620629921555519,0,78,1183
/Users/abc/Documents/study/dga/data/train-clean-100/4853/27670/4853-27670-0006.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4853/29413/4853-29413-0015.flac,0.8662509322166443,1,4853,4853
/Users/abc/Documents/study/dga/data/train-clean-100/7067/76047/7067-76047-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5339/14133/5339-14133-0035.flac,-0.038911350071430206,0,7067,5339
/Users/abc/Documents/study/dga/data/train-clean-100/1594/135914/1594-135914-0019.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1594/135914/1594-135914-0122.flac,0.6583563089370728,1,1594,1594
/Users/abc/Documents/study/dga/data/train-clean-100/8465/246940/8465-246940-0001.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7505/258964/7505-258964-0044.flac,0.038688503205776215,0,8465,7505
/Users/abc/Documents/study/dga/data/train-clean-100/6078/54013/6078-54013-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2843/152918/2843-152918-0070.flac,0.0051970649510622025,0,6078,2843
/Users/abc/Documents/study/dga/data/train-clean-100/40/121026/40-121026-0014.flac,/Users/abc/Documents/study/dga/data/train-clean-100/40/222/40-222-0034.flac,0.7919015884399414,1,40,40
/Users/abc/Documents/study/dga/data/train-clean-100/5652/19215/5652-19215-0027.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2817/142371/2817-142371-0035.flac,0.28664204478263855,0,5652,2817
/Users/abc/Documents/study/dga/data/train-clean-100/7067/76048/7067-76048-0018.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7067/76048/7067-76048-0058.flac,0.60552978515625,1,7067,7067
/Users/abc/Documents/study/dga/data/train-clean-100/7226/86964/7226-86964-0009.flac,/Users/abc/Documents/study/dga/data/train-clean-100/40/121026/40-121026-0012.flac,0.12442810833454132,0,7226,40
/Users/abc/Documents/study/dga/data/train-clean-100/412/126975/412-126975-0011.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4397/15678/4397-15678-0017.flac,0.05310560017824173,0,412,4397
/Users/abc/Documents/study/dga/data/train-clean-100/1455/134435/1455-134435-0034.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1455/138263/1455-138263-0034.flac,0.7107897400856018,1,1455,1455
/Users/abc/Documents/study/dga/data/train-clean-100/6529/62554/6529-62554-0024.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3168/173564/3168-173564-0012.flac,0.10392440855503082,0,6529,3168
/Users/abc/Documents/study/dga/data/train-clean-100/125/121124/125-121124-0040.flac,/Users/abc/Documents/study/dga/data/train-clean-100/125/121124/125-121124-0073.flac,0.744011640548706,1,125,125
/Users/abc/Documents/study/dga/data/train-clean-100/6181/216552/6181-216552-0024.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6181/216552/6181-216552-0044.flac,0.8199254274368286,1,6181,6181
/Users/abc/Documents/study/dga/data/train-clean-100/7078/271888/7078-271888-0078.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7078/271888/7078-271888-0092.flac,0.8475965261459351,1,7078,7078
/Users/abc/Documents/study/dga/data/train-clean-100/8088/284756/8088-284756-0058.flac,/Users/abc/Documents/study/dga/data/train-clean-100/669/129061/669-129061-0062.flac,-0.0009262897074222565,0,8088,669
/Users/abc/Documents/study/dga/data/train-clean-100/2384/152900/2384-152900-0001.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2384/152900/2384-152900-0058.flac,0.8749657273292542,1,2384,2384
/Users/abc/Documents/study/dga/data/train-clean-100/4018/103416/4018-103416-0010.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4018/107312/4018-107312-0021.flac,0.7306636571884155,1,4018,4018
/Users/abc/Documents/study/dga/data/train-clean-100/2416/152137/2416-152137-0007.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4788/91208/4788-91208-0016.flac,0.06226463243365288,0,2416,4788
/Users/abc/Documents/study/dga/data/train-clean-100/4340/15220/4340-15220-0069.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4340/15220/4340-15220-0081.flac,0.7921710014343262,1,4340,4340
/Users/abc/Documents/study/dga/data/train-clean-100/7190/90542/7190-90542-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/4859/26870/4859-26870-0001.flac,0.02849913202226162,0,7190,4859
/Users/abc/Documents/study/dga/data/train-clean-100/730/358/730-358-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/730/360/730-360-0024.flac,0.823222279548645,1,730,730
/Users/abc/Documents/study/dga/data/train-clean-100/103/1240/103-1240-0034.flac,/Users/abc/Documents/study/dga/data/train-clean-100/103/1240/103-1240-0050.flac,0.8669323921203613,1,103,103
/Users/abc/Documents/study/dga/data/train-clean-100/8630/305212/8630-305212-0026.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8051/119902/8051-119902-0020.flac,-0.07365481555461884,0,8630,8051
/Users/abc/Documents/study/dga/data/train-clean-100/2764/36616/2764-36616-0038.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2764/36617/2764-36617-0031.flac,0.8713300228118896,1,2764,2764
/Users/abc/Documents/study/dga/data/train-clean-100/669/129074/669-129074-0011.flac,/Users/abc/Documents/study/dga/data/train-clean-100/669/129074/669-129074-0014.flac,0.903343141078949,1,669,669
/Users/abc/Documents/study/dga/data/train-clean-100/1624/168623/1624-168623-0051.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1624/168623/1624-168623-0053.flac,0.6767112016677856,1,1624,1624
/Users/abc/Documents/study/dga/data/train-clean-100/3830/12531/3830-12531-0017.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3830/12535/3830-12535-0018.flac,0.6882206201553345,1,3830,3830
/Users/abc/Documents/study/dga/data/train-clean-100/229/130880/229-130880-0024.flac,/Users/abc/Documents/study/dga/data/train-clean-100/3807/4923/3807-4923-0039.flac,0.06456989049911499,0,229,3807
/Users/abc/Documents/study/dga/data/train-clean-100/4481/17498/4481-17498-0029.flac,/Users/abc/Documents/study/dga/data/train-clean-100/1867/154071/1867-154071-0013.flac,0.18456293642520905,0,4481,1867
/Users/abc/Documents/study/dga/data/train-clean-100/5022/29411/5022-29411-0025.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5390/30102/5390-30102-0022.flac,0.03271789848804474,0,5022,5390
/Users/abc/Documents/study/dga/data/train-clean-100/6064/300880/6064-300880-0038.flac,/Users/abc/Documents/study/dga/data/train-clean-100/6064/56165/6064-56165-0013.flac,0.7724143266677856,1,6064,6064
/Users/abc/Documents/study/dga/data/train-clean-100/27/124992/27-124992-0006.flac,/Users/abc/Documents/study/dga/data/train-clean-100/7635/105661/7635-105661-0000.flac,0.13436934351921082,0,27,7635
/Users/abc/Documents/study/dga/data/train-clean-100/78/369/78-369-0044.flac,/Users/abc/Documents/study/dga/data/train-clean-100/2092/145709/2092-145709-0011.flac,0.055948153138160706,0,78,2092
/Users/abc/Documents/study/dga/data/train-clean-100/8425/287387/8425-287387-0030.flac,/Users/abc/Documents/study/dga/data/train-clean-100/8425/291444/8425-291444-0010.flac,0.8190689086914062,1,8425,8425
/Users/abc/Documents/study/dga/data/train-clean-100/8226/274369/8226-274369-0003.flac,/Users/abc/Documents/study/dga/data/train-clean-100/5456/58161/5456-58161-0021.flac,0.08070069551467896,0,8226,5456
